9918
284,0,0,0,0,
284,1,0,0,0,
284,2,0,0,0,
284,3,0,0,8,
587,49,0,334,0,
0,165,0,1105,0,
12,18,0,1248,0,
51,1,0,1636,0,
112,0,0,1843,0,
620,199,0,2093,0,
426,2,0,2432,9,
620,136,0,3439,0,
269,2,0,3662,11,
424,1,0,4134,0,
607,54,0,4261,0,
0,130,0,4552,0,
8,41,0,5761,0,
0,189,0,6108,0,
595,6,0,6783,0,
0,65,0,8004,0,
1,230,0,10015,0,
491,1,0,10241,0,
586,5,0,10406,0,
277,1,0,12527,0,
621,220,0,12537,0,
10,10,0,14351,0,
526,0,0,16095,0,
410,0,0,16479,0,
490,1,0,19688,0,
0,54,0,20104,0,
0,692,0,24680,0,
243,2,0,30641,11,
400,3,0,32258,11,
621,27,0,34198,0,
287,2,0,41517,8,
12,59,0,46980,0,
2,223,0,48878,0,
592,63,0,49203,0,
7,26,0,51158,0,
6,58,0,54248,0,
11,20,0,56787,0,
1,189,0,57568,0,
0,982,0,58335,0,
0,245,0,59280,0,
621,69,0,59646,0,
295,1,0,63764,0,
475,2,0,64764,9,
300,0,0,65270,0,
8,9,0,65741,0,
424,2,0,66144,10,
0,122,0,66593,0,
62,0,0,66688,0,
0,209,0,67472,0,
25,3,0,67702,0,
0,258,0,67787,0,
8,93,0,69811,0,
0,1576,0,70624,0,
395,1,0,71694,0,
0,191,0,73288,0,
1,1240,0,74676,0,
8,3,0,74851,0,
0,120,0,75345,0,
612,52,0,76418,0,
592,5,0,78416,0,
0,911,0,78883,0,
616,25,0,78997,0,
0,504,0,79124,0,
0,175,0,79279,0,
593,17,0,79835,0,
616,52,0,80514,0,
1,98,0,80769,0,
0,185,0,81998,0,
146,2,0,82982,9,
521,1,0,88897,0,
1,709,0,96238,0,
8,76,0,96916,0,
0,212,0,98334,0,
0,442,0,100226,0,
617,42,0,102210,0,
11,16,0,102368,0,
621,198,0,102870,0,
0,447,0,106560,0,
12,160,0,107809,0,
7,37,0,112782,0,
1,488,0,115834,0,
0,188,0,116781,0,
0,220,0,119297,0,
0,1291,0,123646,0,
617,39,0,123757,0,
13,171,0,126785,0,
0,33,0,126983,0,
1,894,0,127047,0,
358,1,0,127811,0,
9,88,0,128058,0,
590,53,0,128532,0,
452,1,0,128812,0,
1,218,0,129018,0,
9,93,0,129277,0,
459,3,0,130059,0,
229,1,0,130639,0,
0,924,0,132114,0,
116,1,0,133360,0,
291,2,0,133628,9,
620,175,0,139087,0,
0,1547,0,140576,0,
620,161,0,141409,0,
12,364,0,141799,0,
34,0,0,144224,0,
606,35,0,145806,0,
0,617,0,147103,0,
365,2,0,147427,0,
619,12,0,149864,0,
402,1,0,152385,0,
594,61,0,154623,0,
4,42,0,156708,0,
0,62,0,160429,0,
0,197,0,160805,0,
0,1053,0,161298,0,
5,30,0,161773,0,
214,0,0,162142,0,
0,1037,0,163918,0,
0,63,0,164113,0,
621,240,0,165248,0,
0,1197,0,165863,0,
0,1066,0,166401,0,
620,60,0,168648,0,
137,0,0,171341,0,
618,3,0,175463,0,
478,1,0,180863,0,
137,2,0,186772,9,
617,4,0,188481,0,
384,1,0,191375,0,
8,95,0,192464,0,
616,10,0,193199,0,
12,386,0,193566,0,
1,840,0,194479,0,
0,159,0,194944,0,
178,0,0,198395,0,
593,6,0,203666,0,
0,93,0,205317,0,
0,1229,0,206080,0,
0,728,0,206084,0,
617,35,0,209403,0,
0,199,0,209984,0,
620,150,0,210128,0,
281,0,0,210176,0,
1,1615,0,217487,0,
593,25,0,217566,0,
620,135,0,220814,0,
1,519,0,221631,0,
206,2,0,224440,9,
1,42,0,225460,0,
621,224,0,226404,0,
0,112,0,227544,0,
0,123,0,235593,0,
12,68,0,244190,0,
4,73,0,246610,0,
8,107,0,249726,0,
0,224,0,249856,0,
13,127,0,250441,0,
11,15,0,253966,0,
621,213,0,254245,0,
359,0,0,254607,0,
403,0,0,254910,0,
0,858,0,256478,0,
616,11,0,259062,0,
188,1,0,259839,0,
426,1,0,262182,0,
50,0,0,262374,0,
0,203,0,264070,0,
422,1,0,266278,0,
12,238,0,266315,0,
2,237,0,266318,0,
2,52,0,266334,0,
428,1,0,266343,0,
142,1,0,266360,0,
271,1,0,267107,0,
0,190,0,267295,0,
0,1022,0,267329,0,
0,654,0,267457,0,
0,1786,0,267791,0,
607,1,0,267852,0,
2,441,0,267983,0,
2,46,0,268239,0,
2,363,0,268289,0,
2,171,0,268347,0,
2,251,0,268512,0,
12,252,0,268512,0,
428,2,0,268737,9,
12,407,0,269200,0,
2,406,0,269201,0,
0,78,0,269284,0,
12,414,0,269453,0,
142,2,0,269876,9,
3,416,0,270255,0,
12,150,0,270419,0,
13,317,0,270438,0,
12,224,0,271933,0,
0,295,0,272246,0,
2,399,0,272538,0,
0,1680,0,272609,0,
13,358,0,274707,0,
0,1777,0,275493,0,
0,1056,0,275581,0,
1,177,0,276228,0,
0,401,0,276427,0,
324,1,0,276430,0,
1,876,0,276434,0,
0,1011,0,276543,0,
4,40,0,276775,0,
13,294,0,277406,0,
1,501,0,277494,0,
617,56,0,277842,0,
13,69,0,277919,0,
1,1549,0,278461,0,
2,35,0,278600,0,
2,265,0,278622,0,
12,266,0,278622,0,
12,422,0,278680,0,
0,1598,0,278914,0,
9,27,0,279554,0,
13,164,0,280544,0,
2,413,0,281760,0,
0,1658,0,285827,0,
0,906,0,287451,0,
2,286,0,287918,0,
0,82,0,288312,0,
1,1372,0,289746,0,
13,141,0,289775,0,
11,42,0,289890,0,
1,1,0,290214,0,
6,21,0,290256,0,
0,1050,0,290379,0,
13,157,0,290633,0,
1,478,0,292376,0,
616,21,0,292493,0,
1,1175,0,292640,0,
1,297,0,292655,0,
17,2,0,293482,9,
3,231,0,293742,0,
587,42,0,294257,0,
